Detail 1.1.1 ,,,,,,,,,
"Window Wall System ""½ Spandrel Panel Clear Wall with No Interior Stud Cavity Insulation",,,,,,,,,
21,Concrete Topping,"1 1/2"" (38)",12 (1.8),-,140 (2250),0.20 (850),139,5.282,
22,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 8.2.16,,,,,,,,0,
"Exterior Insulated 2x6 Wood Stud (16""½ o.c.) Wall with Interior Wood Furring Assembly with Stand-off (Knife Plate) Shelf Angle & Brick Ties Supporting Brick Veneer ""½ CLT and Wood Truss Floor Intersection",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,0.8,0.0000008,
2,Gypsum,"1/2""(13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),N/A,N/A,
3,1x3 Wood Furring,"3/4"" (19)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
4,Air in Stud Cavity,"6 1/4"" (159)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),N/A,N/A,
5,"2x6 Wood Stud (16"" o.c.)","5 1/2"" (140)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
6,Exterior Plywood Sheathing,"1/2""(13)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
7,Exterior Insulation,Varies,-,R-10 to R-30 (1.76 to 5.28 RSI),1.8 (28),0.29 (1220),22.7,1.135,
8,Brick Ties,14 gauge,347 (50),-,489 (7830),0.12 (500),N/A,N/A,
9,Exterior Insulation Behind Shelf Angle,Varies,-,R-10 to R-30 (1.76 to 5.28 RSI),1.8 (28),0.29 (1220),N/A,N/A,
10,Flashing,20 gauge,347 (50),-,489 (7830),0.12 (500),N/A,N/A,
11,Steel Shelf Angle,"3/8"" (10)",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
12,Air Cavity,"1 1/2"" (38)",-,R-0.4 (0.07 RSI),0.075 (1.2),0.24 (1000),0,0,
13,Brick Veneer,"3 5/8"" (92)",5.4 (0.78),R-0.7 (0.12 RSI),140 (2250),0.20 (850),N/A,N/A,
14,"2x4 Wood Truss (16"" o.c.)","1 1/2"" (38)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
15,Air in Floor Cavity,"10 3/4"" (273)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),N/A,N/A,
16,CLT,"10"" (254)",0.83 (0.12),-,31 (500),0.45 (1880),N/A,N/A,
17,Plywood Floor,"3/4"" (19)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
18,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 8.2.17,,,,,,,,0,
"Exterior and Interior Insulated 2x6 Wood Stud (16""½ o.c.) Wall with Interior Wood Furring Assembly with Stand-off (Knife Plate) Shelf Angle & Brick Ties Supporting Brick Veneer ""½ CLT and Wood Truss Floor Intersection",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,0.8,0.0000008,
2,Gypsum,"1/2""(13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),N/A,N/A,
3,1x3 Wood Furring,"3/4"" (19)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
4,Air in Furring Cavity,"3/4""(19)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),N/A,N/A,
5,Fiberglass Batt Insulation in Stud Cavity,"5 1/2"" (140)",0.29 (0.042),R-19.0 (3.35 RSI),0.9 (14),0.17 (710),N/A,N/A,
6,"2x6 Wood Stud (16"" o.c.)","5 1/2"" (140)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
7,Exterior Plywood Sheathing,"1/2""(13)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
8,Exterior Insulation,Varies,-,R-5 to R-30 (0.88 to 5.28 RSI),1.8 (28),0.29 (1220),22.7,1.135,
9,Brick Ties,14 gauge,347 (50),-,489 (7830),0.12 (500),N/A,N/A,
10,Exterior Insulation Behind Shelf Angle,Varies,-,R-5 to R-30 (0.88 to 5.28 RSI),1.8 (28),0.29 (1220),N/A,N/A,
11,Flashing,20 gauge,347 (50),-,489 (7830),0.12 (500),N/A,N/A,
12,Steel Shelf Angle,"3/8"" (10)",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
13,Air Cavity,"1 1/2"" (38)",-,R-0.4 (0.07 RSI),0.075 (1.2),0.24 (1000),0,0,
14,Brick Veneer,"3 5/8"" (92)",5.4 (0.78),R-0.7 (0.12 RSI),140 (2250),0.20 (850),N/A,N/A,
15,"2x4 Wood Truss (16"" o.c.)","1 1/2"" (38)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
16,Air in Floor Cavity,"10 3/4"" (273)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),N/A,N/A,
17,Fiberglass Batt Insulation at CLT,"3 3/4"" (95)",0.30 (0.044),R-12.4 (2.19 RSI),0.9 (14),0.17 (710),N/A,N/A,
18,CLT,"10"" (254)",0.83 (0.12),-,31 (500),0.45 (1880),N/A,N/A,
19,Plywood Floor,"3/4"" (19)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
20,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 8.2.18,,,,,,,,0,
"Exterior and Interior Insulated 2x6 Wood Stud (8""½ o.c.) Wall Assembly with Wood Strapping and Continuous Insulation Supporting Rainscreen Fiber Cement Board and R-19 Batt Insulation in Stud Cavity ""½ Intermediate Floor Intersection",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Films1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Fiberglass Batt Insulation,"5 1/2"" (140)",0.29 (0.042),R-19 (3.3 RSI),0.9 (14),0.17 (710),N/A,N/A,
4,"2x6 Wood Stud (8""½ o.c.)","5 1/2""½ (140)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
5,Exterior Wood Sheathing,"1/2"" (16)",0.69 (0.10),R-0.7 (0.12 RSI),31 (500),0.45 (1880),N/A,N/A,
6,Exterior Insulation,Varies,-,R-0 to R-15 (0 RSI to 2.64 RSI),1.8 (28),0.29 (1220),22.7,1.135,
7,"2x10 Wood Joist (16""½ o.c.)","9 1/4"" (235)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
8,Fiberglass Batt Insulation at Joist,"5 1/2"" (140)",0.29 (0.042),R-19 (3.3 RSI),0.9 (14),0.17 (710),N/A,N/A,
9,2x10 Rim Joist,"9 1/4"" (235)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
10,1x3 Wood Strapping,"3/4"" (19)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
11,"Steel Fasteners (12""½ o.c.)","0.44""½ (11) ?",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
12,"Fiber Cement Board Cladding with 3/4"" (19mm) vented airspace incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
13,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 8.2.19,,,,,,,,0,
"Exterior and Interior Insulated 2x6 Wood Stud (16""½ o.c.) Wall Assembly with Wood Strapping and Continuous Insulation Supporting Rainscreen Fiber Cement Board and R-19 Batt Insulation in Stud Cavity ""½ Intermediate Floor Intersection",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Films1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Fiberglass Batt Insulation,"5 1/2"" (140)",0.29 (0.042),R-19 (3.3 RSI),0.9 (14),0.17 (710),N/A,N/A,
4,"2x6 Wood Stud (16""½ o.c.)","5 1/2""½ (140)",0.69 (0.10),-,31 (500),0.45 (1880),150,21,
5,Exterior Wood Sheathing,"1/2"" (16)",0.69 (0.10),R-0.7 (0.12 RSI),31 (500),0.45 (1880),N/A,N/A,
6,Exterior Insulation,Varies,-,R-0 to R-15 (0 RSI to 2.64 RSI),1.8 (28),0.29 (1220),22.7,1.135,
7,"2x10 Wood Joist (16""½ o.c.)","9 1/4"" (235)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
8,Fiberglass Batt Insulation at Joist,"5 1/2"" (140)",0.29 (0.042),R-19 (3.3 RSI),0.9 (14),0.17 (710),N/A,N/A,
9,2x10 Rim Joist,"9 1/4"" (235)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
10,1x3 Wood Strapping,"3/4"" (19)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
11,"Steel Fasteners (12""½ o.c.)","0.44""½ (11) ?",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
12,Rainscreen Cavity,"3/4"" (19)",-,R-0.5 (0.09 RSI),0.075 (1.2),0.24 (1000),N/A,N/A,
13,Fiber Cement Board Cladding,"1/2"" (13)",4.9 (0.7),R-0.1 (0.02 RSI),112 (1800),0.20 (840),N/A,N/A,
14,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 8.3.1,,,,,,,,0,
"Exterior and Interior Insulated 2x6 Wood Stud (16""½ o.c.) Wall Assembly with Wood Strapping and Continuous Insulation Supporting Rainscreen Fiber Cement Board ""½ Vinyl Window Intersection",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Fiberglass Batt Insulation,"5 1/2""½ (140)",0.29 (0.042),R-19 (3.3 RSI),0.9 (14),0.17 (710),9.98,1.3972,
4,"2x6 Wood Stud (16""½ o.c.)","5 1/2""½ (140)",0.69 (0.10),-,31 (500),0.45 (1880),150,21,
5,Exterior Wood Sheathing,"1/2""½ (16)",0.69 (0.10),R-0.7 (0.12 RSI),31 (500),0.45 (1880),N/A,N/A,
6,Exterior Insulation,Varies,-,R-5 to R-15 (0.88 RSI to 2.64 RSI),1.8 (28),0.29 (1220),22.7,1.135,
7,"5""½ (1.5m) x 6""½ (1.8m) Vinyl window: double glazed & thermally broken2, double glazed IGU UIGU = 0.32 BTU/hr.ft2.oF (1.82 W/m2K)",,,,,,N/A,N/A,
8,1x3 Wood Strapping,"3/4""½ (19)",0.69 (0.10),-,31 (500),0.45 (1880),150,2.85,
9,"Steel Fasteners (16""½ o.c.)","0.35""½ (9) ""½",430 (50),-,489 (7830),0.12 (500),N/A,N/A,
10,"Fiber Cement Board Cladding with 3/4""½ (19mm) vented airspace incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
11,Aluminum Flashing,18 Gauge,1109 (160),-,171(2739),0.21 (900),26368,0.0026368,
12,Exterior Film1,-,-,R-0.2 to R-0.7 (0.03 RSI to 0.12 RSI),-,-,0.81,0.00000081,
Detail 8.3.2,,,,,,,,0,
"Exterior and Interior Insulated 2x6 Wood Stud (16""½ o.c.) Wall Assembly with Wood Strapping and Continuous Insulation Supporting Rainscreen Fiber Cement Board ""½ Aluminum Window Intersection",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Fiberglass Batt Insulation,"5 1/2""½ (140)",-,R-19 (3.3 RSI),0.9 (14),0.17 (710),9.98,1.3972,
4,"2x6 Wood Stud (16""½ o.c.)","5 1/2""½ (140)",0.69 (0.10),-,31 (500),0.45 (1880),150,21,
5,Exterior Wood Sheathing,"1/2""½ (13)",0.69 (0.10),R-0.7 (0.12 RSI),31 (500),0.45 (1880),385,5.005,
6,Exterior Insulation,Varies,-,R-0 to R-15 (0 RSI to 2.64 RSI),1.8 (28),0.29 (1220),22.7,1.135,
7,"5""½ (1.5m) x 6""½ (1.8m) Aluminum window: double glazed & thermally broken2, double glazed IGU UIGU = 0.32 BTU/hr.ft2.oF (1.82 W/m2K)",,,,,,N/A,N/A,
8,1x3 Wood Strapping,"3/4""½ (19)",0.69 (0.10),-,31 (500),0.45 (1880),150,2.85,
9,"Steel Fasteners (16""½ o.c.)","0.35""½ (9) ""½",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
10,"Fiber Cement Board Cladding with 3/4""½ (19mm) vented airspace incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
11,Aluminum Flashing,18 Gauge,1109 (160),-,171(2739),0.21 (900),26368,0.0026368,
12,Exterior Film1,-,-,R-0.2 to R-0.7 (0.03 RSI to 0.12 RSI),-,-,0.81,0.00000081,
Detail 8.3.3,,,,,,,,0,
"Exterior and Interior Insulated 2x6 Wood Stud (8""½ o.c.) Wall Assembly with Wood Strapping and Continuous Insulation Supporting Rainscreen Fiber Cement Board ""½ Vinyl Window Intersection",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Films1,-,-,R-0.9 to R-1.1 (0.16 RSI to 0.2 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Fiberglass Batt Insulation,"5 1/2"" (140)",0.29 (0.042),R-19 (3.3 RSI),0.9 (14),0.17 (710),N/A,N/A,
4,"2x6 Wood Stud (8""½ o.c.)","5 1/2""½ (140)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
5,Exterior Wood Sheathing,"1/2"" (16)",0.69 (0.10),R-0.7 (0.12 RSI),31 (500),0.45 (1880),N/A,N/A,
6,Exterior Insulation,Varies,-,R-0 to R-15 (0 RSI to 2.64 RSI),1.8 (28),0.29 (1220),22.7,1.135,
7,"5""½ (1.5m) x 6""½ (1.8m) Vinyl window: double glazed & thermally broken2, double glazed IGU UIGU = 0.32 BTU/hr.ft2.oF (1.82 W/m2K)",,,,,,N/A,N/A,
8,1x3 Wood Strapping,"3/4"" (19)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
9,"Steel Fasteners (16""½ o.c.)","0.35""½ (9) ?",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
10,"Fiber Cement Board Cladding with 3/4"" (19mm) vented airspace incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
11,Aluminum Flashing,18 Gauge,1109 (160),-,171 (2739),0.21 (900),26368,0.0026368,
12,Exterior Film1,-,-,R-0.2 to R-0.7 (0.03 RSI to 0.12 RSI),-,-,0.81,0.00000081,
Detail 8.3.4,,,,,,,,0,
"Exterior Insulated 2x6 Wood Stud (16""½ o.c.) Wall Assembly with Wood Strapping and Continuous Insulation Supporting Rainscreen Fiber Cement Board ""½ Triple Glazed Flange Mounted Vinyl Window Intersection with Window Positioned in Wood Framing",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,"2x6 Wood Stud (16""½ o.c.)","5 1/2"" (140)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
4,Air in Stud Cavity,"5 1/2"" (140)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),N/A,N/A,
5,Exterior Wood Sheathing,"1/2"" (13)",0.69 (0.10),-,31 (500),0.45 (1880),385,5.005,
6,Exterior Insulation,Varies,-,R-5 to R-15 (0.88 RSI to 2.64 RSI),1.8 (28),0.29 (1220),22.7,1.135,
7,1x3 Wood Strapping,"3/4"" (19)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
8,"Steel Fasteners (16""½ o.c.)","0.35""½ (9) ?",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
9,"Fiber Cement Board Cladding with 3/4"" (19mm) vented air space is incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
10,"5""½ (1.5m) x 4""½ (1.2m) Vinyl window: triple glazed2, IGU UIGU = 0.14 BTU/hr.ft2.oF (0.81 W/m2K)",,,,,,N/A,N/A,
11,Aluminum Flashing,14 Gauge,1110 (160),-,171 (2739),0.21 (900),26368,0.052736,
12,Exterior Film1,-,-,R-0.2 to R-0.7 (0.03 RSI to 0.12 RSI),-,-,0.81,0.00000081,
Detail 8.3.5,,,,,,,,0,
"Exterior and Interior Insulated 2x6 Wood Stud (16""½ o.c.) Wall Assembly with Wood Strapping and Continuous Insulation Supporting Rainscreen Fiber Cement Board and R-19 Batt Insulation in Stud Cavity ""½ Triple Glazed Flange Mounted Vinyl Window Intersection with Window Positioned in Wood Framing",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,"2x6 Wood Stud (16""½ o.c.)","5 1/2"" (140)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
4,Fiberglass Batt Insulation,"5 1/2"" (140)",-,R-19 (3.3 RSI),0.9 (14),0.17 (710),N/A,N/A,
5,Exterior Wood Sheathing,"1/2"" (13)",0.69 (0.10),-,31 (500),0.45 (1880),385,5.005,
6,Exterior Insulation,Varies,-,R-5 to R-15 (0.88 RSI to 2.64 RSI),1.8 (28),0.29 (1220),22.7,1.135,
7,1x3 Wood Strapping,"3/4"" (19)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
8,"Steel Fasteners (16""½ o.c.)","0.35""½ (9) ?",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
9,"Fiber Cement Board Cladding with 3/4"" (19mm) vented air space is incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
10,"5""½ (1.5m) x 4""½ (1.2m) Vinyl window: triple glazed2, IGU UIGU = 0.14 BTU/hr.ft2.oF (0.81 W/m2K)",,,,,,N/A,N/A,
11,Aluminum Flashing,14 Gauge,1110 (160),-,171 (2739),0.21 (900),26368,0.052736,
12,Exterior Film1,-,-,R-0.2 to R-0.7 (0.03 RSI to 0.12 RSI),-,-,0.81,0.00000081,
Detail 8.3.6,,,,,,,,0,
"Exterior Insulated 2x6 Wood Stud (16""½ o.c.) Wall Assembly with Wood Strapping (16""½ o.c.) and Continuous Insulation Supporting Rainscreen Fiber Cement Board ""½ Triple Glazed High Performance Vinyl Window Intersection (Insulated Frames)",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,"2x6 Wood Stud (16""½ o.c.)","5 1/2"" (140)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
4,Air in Stud Cavity,"5 1/2"" (140)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),N/A,N/A,
5,Exterior Wood Sheathing,"1/2"" (13)",0.69 (0.10),-,31 (500),0.45 (1880),385,5.005,
6,Exterior Insulation,Varies,-,R-5 to R-15 (0.88 RSI to 2.64 RSI),1.8 (28),0.29 (1220),22.7,1.135,
7,1x3 Wood Strapping,"3/4"" (19)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
8,"Steel Fasteners (16""½ o.c.)","0.35""½ (9) ?",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
9,"Fiber Cement Board Cladding with 3/4"" (19mm) vented air space is incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
10,"5""½ (1.5m) x 4""½ (1.2m) Vinyl window (Passive House certified)2: triple glazed, IGU UIGU = 0.14 BTU/hr.ft2.oF (0.81 W/m2K)",,,,,,N/A,N/A,
11,Aerogel Blanket,"0.4""½ (10)",0.086 (0.015),R-3.8 (0.67 RSI),-,-,N/A,N/A,
12,Aluminum Flashing,14 Gauge,1110 (160),-,171 (2739),0.21 (900),26368,0.052736,
13,Exterior Film1,-,-,R-0.2 to R-0.7 (0.03 RSI to 0.12 RSI),-,-,0.81,0.00000081,
Detail 8.3.7,,,,,,,,0,
"Exterior and Interior Insulated 2x6 Wood Stud (16""½ o.c.) Wall Assembly with Wood Strapping (16""½ o.c.) and Continuous Insulation Supporting Rainscreen Fiber Cement Board and R-19 Batt Insulation in Stud Cavity ""½ Triple Glazed High Performance Vinyl Window Intersection (Insulated Frames)",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,"2x6 Wood Stud (16""½ o.c.)","5 1/2"" (140)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
4,Fiberglass Batt Insulation,"5 1/2"" (140)",-,R-19 (3.3 RSI),0.9 (14),0.17 (710),N/A,N/A,
5,Exterior Wood Sheathing,"1/2"" (13)",0.69 (0.10),-,31 (500),0.45 (1880),385,5.005,
6,Exterior Insulation,Varies,-,R-5 to R-15 (0.88 RSI to 2.64 RSI),1.8 (28),0.29 (1220),22.7,1.135,
7,1x3 Wood Strapping,"3/4"" (19)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
8,"Steel Fasteners (16""½ o.c.)","0.35""½ (9) ?",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
9,"Fiber Cement Board Cladding with 3/4"" (19mm) vented air space is incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
10,"5""½ (1.5m) x 4""½ (1.2m) Vinyl window (Passive House certified)2: triple glazed, IGU UIGU = 0.14 BTU/hr.ft2.oF (0.81 W/m2K)",,,,,,N/A,N/A,
11,Aerogel Blanket,"0.4""½ (10)",0.086 (0.015),R-3.8 (0.67 RSI),-,-,N/A,N/A,
12,Aluminum Flashing,14 Gauge,1110 (160),-,171 (2739),0.21 (900),26368,0.052736,
13,Exterior Film1,-,-,R-0.2 to R-0.7 (0.03 RSI to 0.12 RSI),-,-,0.81,0.00000081,
Detail 8.3.8,,,,,,,,0,
"Interior Insulated Cross Laminated Timber (CLT) Spandrel at Window and Dowel Laminated Timber (DLT) ""½ Intermediate Floor Intersection with Edge of Floor and Glulam Beam Aligned",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
ID,Component,,,,,,kgCO2e/m2 (A1-A3),#VALUE!,
1,Interior Film1,-,-,R-0.6 to R-1.1 (0.11 RSI to 0.20 RSI),-,-,0.8,0.0000008,
2,Wood Sill,"1""½ (25)",0.69 (0.10),-,31 (500),0.45 (1880),218,5.45,
3,Support Angle,18 Gauge,430 (62),-,489 (7830),0.12 (500),21000,0.0021,
4,Firestop Sealant,"1""½ (25)",2.4 (0.35),-,174 (2800),0.17 (700),N/A,N/A,
5,Window Mounting Angle,"1/8""½ (3)",1110 (160),-,171 (2740),0.21 (900),N/A,N/A,
6,"Aluminum Window Wall Vision System2: thermally broken frame, double glazed IGU UIGU= 0.32 BTU/hr?ft2?oF (1.82 W/m2K)",,,,,,225,0,
7,Concrete Topping,"2""½ (51)",12.5 (1.8),-,140 (2250),0.20 (850),139,7.089,
8,Plywood,"5/8""½ (16)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
9,DLT Floor,"7 1/4""½ (184)",0.83 (0.12),-,31 (500),0.45 (1880),N/A,N/A,
10,Glulam Beam,"9.5""½ (241)",0.97 (0.14),R-9.8 (1.73 RSI),31 (500),0.45 (1880),N/A,N/A,
11,L-angle,"1/4""½ (6)",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
12,"Structural Screws 18""½ o.c.","""½ 5/16""½ (8)",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
13,Mineral Wool Insulation,Varies,0.24 (0.034),R-8.4 to R-33.6 (1.48 RSI to 5.92 RSI),4 (64),0.20 (850),15.1,0.755,
14,Aluminum Flashing,14 Gauge,1110 (160),-,171 (2740),0.21 (900),26368,0.052736,
15,CLT Panel,"3.5""½ (89)",0.83 (0.12),R-4.2 (0.79 RSI),31 (500),0.45 (1880),N/A,N/A,
16,ISO-CONNECT Plate,"19/32""½ (15)",1110 (160),-,171 (2740),0.21 (900),N/A,N/A,
